0,0,6140.93,0,566.4,0
1,0,6708,0,567.8,0
2,0,7276.7,0,569.5,0
3,0,7847.2,0,571.5,0
4,0,8419.7,0,573.6,0
5,0,8994.4,0,575.9,0
6,0,9571.6,0,578.5,0
7,0,10151.4,0,581.2,0
8,0,10774,0,584,0
9,0,11319.5,0,587,0
10,0,11908.1,0,590.2,0
11,0,12500,0,593.4,0
12,0,13095,0,596.8,0
13,0,13693,0,600.3,0
14,0,14296,0,604.9,0
15,0,14901.5,0,607.6,0
16,0,15504.4,0,596.6,0
17,0,16094.3,0,583.1,0
18,0,16670.7,0,569.8,0
19,0,17235.9,0,561.5,0
20,0,17795.1,0,557.4,0
21,0,18351.5,0,555.8,0
22,0,18907.2,0,555.8,0
23,0,19463.5,0,557,0
24,0,20021.5,0,559.1,0
25,0,20581.9,0,561.8,0
26,0,21145.2,0,565,0
27,0,21712,0,568.6,0
28,0,22282.5,0,572.5,0
29,0,22857.1,0,576.8,0
30,0,23436.1,0,581.2,0
31,0,24019.6,0,585.9,0
32,0,24607.9,0,590.7,0
33,0,25201.1,0,595.7,0
34,0,25799.3,0,600.8,0
35,0,26402.6,0,606,0
36,0,27011.2,0,611.3,0
37,0,27625.1,0,616.6,0
38,0,28869.3,0,627.6,0
39,0,28244.5,0,622.1,0
40,0,29449.7,0,633.2,0
41,0,30135.7,0,638.8,0
42,0,30777.4,0,644.5,0
43,0,31424.7,0,650.2,0
44,0,334468.0464,0,501.9,0
45,0,334817.9888,0,390.7,0
46,0,33509.65648,0,312.2,0
47,0,33531.33056,0,246.5,0
48,0,33547.39152,0,187.9,0
49,0,33558.21968,0,133.9,0
50,0,33564.08504,0,83.1,0
51,0,33565.35,0,34.6,0
52,0,33653.5,0,0,0
53,0,33653.5,0,0,0
54,0,33653.5,0,0,0
55,0,33653.5,0,0,0
56,0,33653.5,0,0,0
57,0,33653.5,0,0,0
58,0,33653.5,0,0,0
59,0,33653.5,0,0,0
60,0,33653.5,0,0,0
61,0,33653.5,0,0,0
62,0,33653.5,0,0,0
63,0,33653.5,0,0,0
64,0,33653.5,0,0,0
65,0,33653.5,0,0,0
66,0,33653.5,0,0,0
67,0,33653.5,0,0,0
68,0,33653.5,0,0,0
69,0,33653.5,0,0,0
